Reference;Nom;Prix_Unitaire_TND;Description;Stock;Categorie;URL;Source
ED-004-RES;Ensemble décoratif en résine gris marbré;90,00;Apportez une ambiance culturelle et artisanale à votre décoration avec cet ensemble de vases en céramique aux motifs berbères.;;Vases;https://sougui.tn/product/ensemble-de-vases-en-ceramique-bleue-avec-motifs-berberes/;Sougui
ED-005-RES;Ensemble décoratif grand modèle;90,00;Apportez une ambiance culturelle et artisanale à votre décoration avec cet ensemble de vases en céramique aux motifs berbères.;;Vases;https://sougui.tn/product/ensemble-de-vases-en-ceramique-bleue-avec-motifs-berberes/;Sougui
VV-001-RES;Grand Vase visage en résine;90,00;Apportez une ambiance culturelle et artisanale à votre décoration avec cet ensemble de vases en céramique aux motifs berbères.;;Vases;https://sougui.tn/product/ensemble-de-vases-en-ceramique-bleue-avec-motifs-berberes/;Sougui
DV-001-RES;Duo Vase Noir;90,00;Apportez une ambiance culturelle et artisanale à votre décoration avec cet ensemble de vases en céramique aux motifs berbères.;;Vases;https://sougui.tn/product/ensemble-de-vases-en-ceramique-bleue-avec-motifs-berberes/;Sougui
DV-002-RES;Duo Vase Beige;90,00;Apportez une ambiance culturelle et artisanale à votre décoration avec cet ensemble de vases en céramique aux motifs berbères.;;Vases;https://sougui.tn/product/ensemble-de-vases-en-ceramique-bleue-avec-motifs-berberes/;Sougui
VB-001-RES;Vase Beige en U;90,00;Apportez une ambiance culturelle et artisanale à votre décoration avec cet ensemble de vases en céramique aux motifs berbères.;;Vases;https://sougui.tn/product/ensemble-de-vases-en-ceramique-bleue-avec-motifs-berberes/;Sougui
VB-002-RES;Vase Beige triangle;90,00;Apportez une ambiance culturelle et artisanale à votre décoration avec cet ensemble de vases en céramique aux motifs berbères.;;Vases;https://sougui.tn/product/ensemble-de-vases-en-ceramique-bleue-avec-motifs-berberes/;Sougui
Salaire Mensuel;Salaire Mensuel ;;;;;;Sougui
CFV-001-MHN;Grande Corbeille en fibre végétale;90,00;Couffin en fibre végétale tressée à la main avec anses en cuir.Une fouta traditionnelle est offerteavec chaque pièce.;;Gifts;https://sougui.tn/product/couffin-artisanal-en-fibre-vegetale-anses-cuir-fouta-offerte/;Sougui
CFV-002-MHN;Peti corbeille en fibre végétale;90,00;Couffin en fibre végétale tressée à la main avec anses en cuir.Une fouta traditionnelle est offerteavec chaque pièce.;;Gifts;https://sougui.tn/product/couffin-artisanal-en-fibre-vegetale-anses-cuir-fouta-offerte/;Sougui
VL-001-MHN;Veilleuse de lit en fibre végétale;150,00;Veilleuse en forme de citrouille, fabriquée en fibres végétales et fer. Dimensions : diamètre 13 cm, hauteur 20 cm. Poids : 1,300 kg.;;Luminaires;https://sougui.tn/product/veilleuse-citrouille-en-fibres-vegetales-et-fer/;Sougui
LMH-HA;Location maison d'hotes;;;;;;Sougui
Shooting;Shooting produits;;;;;;Sougui
SPR-001-RL;Sous plat rond Calligraphie bleue;20,00;Dessous de plat rond en céramique blanche, décoré à la main de motifs géométriques andalous en bleu et turquoise. Élégant, pratique et 100 % artisanal.;En stock;Céramiques;https://sougui.tn/product/sous-plat-rosace-azur-ceramique-decorative-orientale/;Sougui
SPR-002-RL;Sous plat rond Calligraphie Noire;20,00;Dessous de plat rond en céramique blanche, décoré à la main de motifs géométriques andalous en bleu et turquoise. Élégant, pratique et 100 % artisanal.;En stock;Céramiques;https://sougui.tn/product/sous-plat-rosace-azur-ceramique-decorative-orientale/;Sougui
SPR-003-RL;Sous plat rond Andalous;20,00;Sous-plat rond en céramique de 20 cm avec motifs andalous. Utilisable comme support de plat chaud ou décoration murale. Peint à la main. Prix : 15 DT.;Rupture;Céramiques;https://sougui.tn/product/sous-plat-rond-en-ceramique-andalous-20-cm/;Sougui
SPR-004-RL;Sous plat rond Formes géométriques;20,00;Dessous de plat rond en céramique blanche, décoré à la main de motifs géométriques andalous en bleu et turquoise. Élégant, pratique et 100 % artisanal.;En stock;Céramiques;https://sougui.tn/product/sous-plat-rosace-azur-ceramique-decorative-orientale/;Sougui
SPR-005-RL;Sous plat rond fleurs colorés;15,00;Sous-plat rond en céramique de 20 cm avec motifs ottomans peints à la main. Polyvalent, il peut être utilisé comme protection pour plats chauds ou comme décoration murale.;Rupture;Céramiques;https://sougui.tn/product/sous-plat-en-ceramique-motifs-ottomans-peints-a-la-main-20-cm/;Sougui
BA;Bon d'achat de 100dt;20,00;Tote bag entoile canvas de coton épaisse, illustré avec des motifs inspirés de la culture tunisienne. Résistant, élégant et réutilisable — l’allié parfait du quotidien.;;Couffins & Foutas;https://sougui.tn/product/tote-bag-sougui/;Sougui
PDE-001-KER;Pack  saint valentin duo envoutant : planche + tasse;30,00;Ensemble artisanal composé d’unmug et d’un plateau en céramique, décoré de cœurs rouges peints à la main. Un duo parfait pour savourer vos instants café et gourmandises.;;Esprit Romance;https://sougui.tn/product/set-duo-envoutant-mug-et-plateau-en-ceramique/;Sougui
BPB-001-FP;Bougie Piccolo en béton;84,00;Éclairez votre intérieur avec cette lampe en béton au design minimaliste. Une création artisanale alliant modernité et robustesse pour une ambiance chaleureuse.;;Luminaires;https://sougui.tn/product/lampe-en-beton-brut-lelegance-de-la-lumiere-artisanale/;Sougui
LB-001-FP;Lampe en béton brut forme G;84,00;Éclairez votre intérieur avec cette lampe en béton au design minimaliste. Une création artisanale alliant modernité et robustesse pour une ambiance chaleureuse.;;Luminaires;https://sougui.tn/product/lampe-en-beton-brut-lelegance-de-la-lumiere-artisanale/;Sougui
SMB-001-FP;Série Moai en béton;130,00;Ajoutez une touche d’histoire et de mystère à votre décoration avec ces sculptures Moaï en béton. Un travail artisanal inspiré des légendaires statues de l’Île de Pâques.;;Sculptures;https://sougui.tn/product/sculptures-moai-en-beton-lart-mystique-de-lile-de-paques/;Sougui
BB-001-FP;Boudha en béton noir;184,00;Leset « Séli »est conçu pour les amateurs devaisselle élégante et durable. Fabriqué engrès noir texturé, il alliesolidité, modernité et artisanat haut de gamme.;;Service de Table;https://sougui.tn/product/set-complet-seli-en-gres-noir-31-pieces-elegantes-et-authentiques/;Sougui
BB-002-FP;Boudha en béton doré;84,00;Éclairez votre intérieur avec cette lampe en béton au design minimaliste. Une création artisanale alliant modernité et robustesse pour une ambiance chaleureuse.;;Luminaires;https://sougui.tn/product/lampe-en-beton-brut-lelegance-de-la-lumiere-artisanale/;Sougui
TB-001-FP;Tortue Noir en béton;184,00;Leset « Séli »est conçu pour les amateurs devaisselle élégante et durable. Fabriqué engrès noir texturé, il alliesolidité, modernité et artisanat haut de gamme.;;Service de Table;https://sougui.tn/product/set-complet-seli-en-gres-noir-31-pieces-elegantes-et-authentiques/;Sougui
TB-002-FP;Tortue doré en beton;;;;;;Sougui
Transport;Transport marchnadise Sfax tunis ( béton);25,00;Vide-poches artisanal enbois d’olivier, peint à la main avec des motifs de portes tunisiennes. Disponible en plusieurs formes et couleurs.;;Déco;https://sougui.tn/product/vide-poches-decoratif-en-bois-dolivier-peint-a-la-main-motifs-portes-tunisiennes/;Sougui
Papier A3 350 G;Papier A3 350 G;;;;;;Sougui
P-00002;Remplissage 7 ( cire );40,00;Photophores en cire parfumée inspirés de l’architecture bleue et blanche de Sidi Bou Saïd. Disponibles en 3 formats ou en set de 3.;;Luminaires;https://sougui.tn/product/collection-sidi-bou-photophores-artisanaux-en-cire-parfumee/;Sougui
PAC-001-RL;Pack Andalous en Céramique – Élégance et Tradition;92,00;Ensemble artisanal en céramique aux motifs andalous, comprenant une cruche, deux bouteilles, une boîte, une planche et un sous-plat. Profitez de l’offre spéciale à92 DT au lieu de 105 DT!;Rupture;Céramiques;https://sougui.tn/product/pack-andalous-en-ceramique-elegance-et-tradition/;Sougui
SCA-001-RL;Set Calligraphie Arabe – Cruche, Sous-Plat & Planche en Céramique;50,00;Ensemble artisanal en céramique avec motifs de calligraphie arabe. Composé d’une cruche circulaire, d’un sous-plat et d’une planche. Élégance et authenticité pour50 DTseulement !;Rupture;Céramiques;https://sougui.tn/product/set-calligraphie-arabe-cruche-sous-plat-planche-en-ceramique/;Sougui
POC-001-RL;Pack Ottoman en Céramique – Élégance et Artisanat;92,00;Ensemble artisanal en céramique aux motifs ottomans, comprenant une bouteille, une planche, un sous-plat, une boîte ronde (13 cm) et deux boîtes rectangulaires (10 cm et 15 cm). Un pack raffiné pour une décoration élégante et fonctionnelle.;Rupture;Céramiques;https://sougui.tn/product/pack-ottoman-en-ceramique-elegance-et-artisanat/;Sougui
SRO-001-RL;Set Royal ottomans – Élégance Artisanale (8 Pièces);120,00;Ensemble prestigieux en céramique aux motifs ottomans, comprenant3 bouteilles, 2 boîtes rectangulaires, 1 boîte ronde, 1 planche et 1 sous-plat. Un pack complet alliant art et fonctionnalité.;Rupture;Céramiques;https://sougui.tn/product/set-royal-ottomans-elegance-artisanale-8-pieces/;Sougui
SCC-001-KB;Service à Café Oriental en Métal Martelé avec Plateau;34,00;Service à café élégant comprenant une cafetière en cuivre, 4 tasses avec supports, un plateau martelé et un sucrier assorti. Idéal pour une expérience orientale raffinée.;Rupture;Cuivres;https://sougui.tn/product/service-a-cafe-oriental-en-metal-martele-avec-plateau/;Sougui
STC-001-KB;Service à Thé Martelé avec Plateau – Théière et Verres;16,50;Service à thé complet avec une théière en métal martelé, deux verres assortis et un plateau élégant. Parfait pour une présentation raffinée.;Rupture;Cuivres;https://sougui.tn/product/service-a-the-martele-avec-plateau-theiere-et-verres/;Sougui
JAV-001-SS;Action Vérité Bitounsi – Jeu D’ambiance;45,00;Plongez dans l’ambiance animée des soirées avec le jeu Action/Vérité, une version tunisienne qui ne manquera pas de pimenter vos rassemblements ! Avec un contenu comprenant 108 cartes au total – 54 cartes « Action » et 54 cartes « Vérité », toutes rédigées en tunisien avec l’humour propre à la TunisieImpressionne tes amis avec des récits incroyables et relève des défis hors du commun pour une expérience encore plus amusante ! Action & Vérité version tunisienne promet des moments pleins d’action ...;;Jeux;https://sougui.tn/product/action-verite-bitounsi-jeu-dambiance/;Sougui
JAV-002-SS;Action Vérité Bitounsi + 108 Extra Cartes – Jeu D’ambiance;65,00;Explorez une avalanche d’action et de vérité à la tunisienne avec notre jeu d’ambiance ultime ! Doté de 108 cartes Action/Vérité originales, ainsi que de 108 cartes supplémentaires pour encore plus de surprises, ce jeu promet des soirées mémorables entre amis. Plongez dans l’humour et la convivialité tunisiens avec cette version étendue d’Action/Vérité !;;Jeux;https://sougui.tn/product/action-verite-bitounsi-108-extra-cartes-jeu-dambiance/;Sougui
MFB-001-BF;Magnet Fridge en bois d'olivier;25,00;Vide-poches artisanal enbois d’olivier, peint à la main avec des motifs de portes tunisiennes. Disponible en plusieurs formes et couleurs.;;Déco;https://sougui.tn/product/vide-poches-decoratif-en-bois-dolivier-peint-a-la-main-motifs-portes-tunisiennes/;Sougui
POB-001-BF;Porte clé Chachia en bois d'olivier;25,00;Vide-poches artisanal enbois d’olivier, peint à la main avec des motifs de portes tunisiennes. Disponible en plusieurs formes et couleurs.;;Déco;https://sougui.tn/product/vide-poches-decoratif-en-bois-dolivier-peint-a-la-main-motifs-portes-tunisiennes/;Sougui
 TSC-ART-001;Magnet Fridge en bois d'olivierCollection Émotion – Tasses & Soucoupes Artisanales;30,00;Tasse artisanale en céramique avec soucoupe assortie. Plusieurs motifs peints à la main disponibles : Œil Bleu, Fleurs Bleues, Fleurs Roses, Love.;;Esprit Romance;https://sougui.tn/product/collection-emotion-tasses-soucoupes-artisanales/;Sougui
SDB-PPH;Collection Sidi Bou – Photophores artisanaux en cire parfumée;40,00;Photophores en cire parfumée inspirés de l’architecture bleue et blanche de Sidi Bou Saïd. Disponibles en 3 formats ou en set de 3.;;Luminaires;https://sougui.tn/product/collection-sidi-bou-photophores-artisanaux-en-cire-parfumee/;Sougui
BVC-002-SO;Bonbonnières en verre soufflé & cuivre martelé;50,00;Bonbonnières raffinées en verre soufflé fait main avec couvercle en cuivre martelé. Disponibles en trois teintes : Transparent, Miel et Ébène.Prix promo : 50 DT au lieu de 75 DT.;;Verres;https://sougui.tn/product/bonbonnieres-en-verre-souffle-cuivre-martele/;Sougui
MUG-BOH;Mug Bohème en céramique artisanale – Avec sous-tasse;25,00;Mug artisanal en céramique avec sous-tasse assortie, peint à la main. Disponible en plusieurs motifs bohèmes : cœurs rouges, fleurs bleues, fleurs orange, fleurs multicolores.;;Gifts;https://sougui.tn/product/mug-boheme-en-ceramique-artisanale-avec-sous-tasse/;Sougui
COU-CUIR-FOUTA-002;Couffin artisanal en fibre végétale – Anses cuir & fouta offerte;;;;;;Sougui
SCO-ELY;Couffin artisanal en fibre végétale – Elyssa;119,00;Couffin artisanal en fibre végétale avec plusieurs modèles de poignées : bois, bambou ou cuir décoré. Pièce unique, élégante et pratique.;;Gifts;https://sougui.tn/product/couffin-artisanal-en-fibre-vegetale-elyssa/;Sougui
FOT-COT;Fouta artisanale en coton – 2m x 1m – Couleurs au choix;20,00;Fouta artisanale tissée en100% coton, dimensions2m x 1m. Légère, absorbante et disponible en plusieurs couleurs.;;Couffins & Foutas;https://sougui.tn/product/fouta-artisanale-en-coton-2m-x-1m-couleurs-au-choix/;Sougui
